cluster_id,date,month,day_of_week,hour,violation_count,center_lat,center_lon
11,2024-01-20,1,5,6,1,12.841837722053313,77.64605002339766
11,2024-01-21,1,6,1,4,12.841837722053313,77.64605002339766
11,2024-01-21,1,6,2,1,12.841837722053313,77.64605002339766
11,2024-01-21,1,6,8,1,12.841837722053313,77.64605002339766
11,2024-01-22,1,0,20,2,12.841837722053313,77.64605002339766
11,2024-01-22,1,0,23,1,12.841837722053313,77.64605002339766
11,2024-01-23,1,1,7,1,12.841837722053313,77.64605002339766
11,2024-01-26,1,4,20,1,12.841837722053313,77.64605002339766
11,2024-01-27,1,5,0,1,12.841837722053313,77.64605002339766
11,2024-01-28,1,6,7,4,12.841837722053313,77.64605002339766
11,2024-01-28,1,6,8,13,12.841837722053313,77.64605002339766
11,2024-01-28,1,6,19,4,12.841837722053313,77.64605002339766
11,2024-01-28,1,6,23,1,12.841837722053313,77.64605002339766
11,2024-01-29,1,0,6,21,12.841837722053313,77.64605002339766
11,2024-01-30,1,1,7,6,12.841837722053313,77.64605002339766
11,2024-02-01,2,3,6,6,12.841837722053313,77.64605002339766
11,2024-02-01,2,3,7,16,12.841837722053313,77.64605002339766
11,2024-02-01,2,3,20,3,12.841837722053313,77.64605002339766
11,2024-02-01,2,3,21,2,12.841837722053313,77.64605002339766
11,2024-02-03,2,5,6,5,12.841837722053313,77.64605002339766
11,2024-02-03,2,5,7,3,12.841837722053313,77.64605002339766
11,2024-02-03,2,5,23,6,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,0,8,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,2,4,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,3,2,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,4,3,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,6,1,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,8,1,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,9,1,12.841837722053313,77.64605002339766
11,2024-02-04,2,6,23,1,12.841837722053313,77.64605002339766
11,2024-02-05,2,0,1,2,12.841837722053313,77.64605002339766
11,2024-02-05,2,0,8,7,12.841837722053313,77.64605002339766
11,2024-02-05,2,0,21,5,12.841837722053313,77.64605002339766
11,2024-02-06,2,1,0,4,12.841837722053313,77.64605002339766
11,2024-02-06,2,1,1,5,12.841837722053313,77.64605002339766
11,2024-02-06,2,1,4,11,12.841837722053313,77.64605002339766
11,2024-02-06,2,1,7,5,12.841837722053313,77.64605002339766
11,2024-02-06,2,1,8,2,12.841837722053313,77.64605002339766
11,2024-02-07,2,2,7,9,12.841837722053313,77.64605002339766
11,2024-02-08,2,3,0,2,12.841837722053313,77.64605002339766
11,2024-02-08,2,3,7,8,12.841837722053313,77.64605002339766
11,2024-02-10,2,5,6,1,12.841837722053313,77.64605002339766
11,2024-02-10,2,5,7,5,12.841837722053313,77.64605002339766
11,2024-02-10,2,5,8,1,12.841837722053313,77.64605002339766
11,2024-02-10,2,5,23,1,12.841837722053313,77.64605002339766
11,2024-02-11,2,6,0,7,12.841837722053313,77.64605002339766
11,2024-02-11,2,6,4,4,12.841837722053313,77.64605002339766
11,2024-02-11,2,6,5,1,12.841837722053313,77.64605002339766
11,2024-02-11,2,6,6,1,12.841837722053313,77.64605002339766
11,2024-02-11,2,6,7,10,12.841837722053313,77.64605002339766
11,2024-02-11,2,6,8,23,12.841837722053313,77.64605002339766
11,2024-02-11,2,6,9,5,12.841837722053313,77.64605002339766
11,2024-02-13,2,1,7,12,12.841837722053313,77.64605002339766
11,2024-02-13,2,1,8,1,12.841837722053313,77.64605002339766
11,2024-02-14,2,2,7,28,12.841837722053313,77.64605002339766
11,2024-02-14,2,2,8,11,12.841837722053313,77.64605002339766
11,2024-02-14,2,2,22,2,12.841837722053313,77.64605002339766
11,2024-02-15,2,3,8,56,12.841837722053313,77.64605002339766
11,2024-02-16,2,4,1,1,12.841837722053313,77.64605002339766
11,2024-02-16,2,4,7,2,12.841837722053313,77.64605002339766
11,2024-02-16,2,4,8,4,12.841837722053313,77.64605002339766
11,2024-02-16,2,4,22,5,12.841837722053313,77.64605002339766
11,2024-02-16,2,4,23,2,12.841837722053313,77.64605002339766
11,2024-02-17,2,5,4,1,12.841837722053313,77.64605002339766
11,2024-02-18,2,6,0,4,12.841837722053313,77.64605002339766
11,2024-02-18,2,6,1,1,12.841837722053313,77.64605002339766
11,2024-02-18,2,6,4,7,12.841837722053313,77.64605002339766
11,2024-02-18,2,6,7,2,12.841837722053313,77.64605002339766
11,2024-02-18,2,6,8,7,12.841837722053313,77.64605002339766
11,2024-02-18,2,6,9,3,12.841837722053313,77.64605002339766
11,2024-02-18,2,6,21,1,12.841837722053313,77.64605002339766
11,2024-02-19,2,0,5,1,12.841837722053313,77.64605002339766
11,2024-02-19,2,0,6,11,12.841837722053313,77.64605002339766
11,2024-02-19,2,0,7,77,12.841837722053313,77.64605002339766
11,2024-02-19,2,0,8,7,12.841837722053313,77.64605002339766
11,2024-02-20,2,1,5,1,12.841837722053313,77.64605002339766
11,2024-02-20,2,1,6,2,12.841837722053313,77.64605002339766
11,2024-02-21,2,2,20,1,12.841837722053313,77.64605002339766
11,2024-02-22,2,3,7,15,12.841837722053313,77.64605002339766
11,2024-02-22,2,3,8,4,12.841837722053313,77.64605002339766
11,2024-02-23,2,4,8,2,12.841837722053313,77.64605002339766
11,2024-02-24,2,5,3,7,12.841837722053313,77.64605002339766
11,2024-02-24,2,5,6,11,12.841837722053313,77.64605002339766
11,2024-02-24,2,5,7,35,12.841837722053313,77.64605002339766
11,2024-02-24,2,5,8,3,12.841837722053313,77.64605002339766
11,2024-02-25,2,6,2,1,12.841837722053313,77.64605002339766
11,2024-02-25,2,6,7,24,12.841837722053313,77.64605002339766
11,2024-02-25,2,6,8,27,12.841837722053313,77.64605002339766
11,2024-02-25,2,6,9,7,12.841837722053313,77.64605002339766
11,2024-02-26,2,0,6,4,12.841837722053313,77.64605002339766
11,2024-02-26,2,0,7,27,12.841837722053313,77.64605002339766
11,2024-02-26,2,0,8,2,12.841837722053313,77.64605002339766
11,2024-02-26,2,0,22,3,12.841837722053313,77.64605002339766
11,2024-02-27,2,1,6,4,12.841837722053313,77.64605002339766
11,2024-02-27,2,1,7,4,12.841837722053313,77.64605002339766
11,2024-02-27,2,1,22,2,12.841837722053313,77.64605002339766
11,2024-02-28,2,2,7,9,12.841837722053313,77.64605002339766
11,2024-02-28,2,2,8,17,12.841837722053313,77.64605002339766
11,2024-02-28,2,2,22,2,12.841837722053313,77.64605002339766
11,2024-02-29,2,3,6,5,12.841837722053313,77.64605002339766
11,2024-02-29,2,3,7,17,12.841837722053313,77.64605002339766
11,2024-03-01,3,4,7,2,12.841837722053313,77.64605002339766
11,2024-03-01,3,4,9,1,12.841837722053313,77.64605002339766
11,2024-03-02,3,5,7,2,12.841837722053313,77.64605002339766
11,2024-03-02,3,5,8,4,12.841837722053313,77.64605002339766
11,2024-03-02,3,5,22,3,12.841837722053313,77.64605002339766
11,2024-03-03,3,6,0,2,12.841837722053313,77.64605002339766
11,2024-03-03,3,6,1,1,12.841837722053313,77.64605002339766
11,2024-03-03,3,6,6,14,12.841837722053313,77.64605002339766
11,2024-03-03,3,6,7,12,12.841837722053313,77.64605002339766
11,2024-03-03,3,6,8,6,12.841837722053313,77.64605002339766
11,2024-03-03,3,6,9,1,12.841837722053313,77.64605002339766
11,2024-03-05,3,1,7,1,12.841837722053313,77.64605002339766
11,2024-03-05,3,1,8,4,12.841837722053313,77.64605002339766
11,2024-03-06,3,2,7,19,12.841837722053313,77.64605002339766
11,2024-03-06,3,2,8,13,12.841837722053313,77.64605002339766
11,2024-03-07,3,3,22,1,12.841837722053313,77.64605002339766
11,2024-03-08,3,4,1,1,12.841837722053313,77.64605002339766
11,2024-03-09,3,5,7,9,12.841837722053313,77.64605002339766
11,2024-03-09,3,5,8,3,12.841837722053313,77.64605002339766
11,2024-03-10,3,6,2,3,12.841837722053313,77.64605002339766
11,2024-03-10,3,6,4,2,12.841837722053313,77.64605002339766
11,2024-03-10,3,6,7,64,12.841837722053313,77.64605002339766
11,2024-03-10,3,6,8,2,12.841837722053313,77.64605002339766
11,2024-03-11,3,0,7,1,12.841837722053313,77.64605002339766
11,2024-03-12,3,1,1,1,12.841837722053313,77.64605002339766
11,2024-03-12,3,1,4,1,12.841837722053313,77.64605002339766
11,2024-03-13,3,2,6,1,12.841837722053313,77.64605002339766
11,2024-03-14,3,3,7,2,12.841837722053313,77.64605002339766
11,2024-03-14,3,3,8,5,12.841837722053313,77.64605002339766
11,2024-03-15,3,4,7,1,12.841837722053313,77.64605002339766
11,2024-03-15,3,4,21,1,12.841837722053313,77.64605002339766
11,2024-03-16,3,5,6,1,12.841837722053313,77.64605002339766
11,2024-03-16,3,5,7,9,12.841837722053313,77.64605002339766
11,2024-03-16,3,5,23,10,12.841837722053313,77.64605002339766
11,2024-03-17,3,6,0,24,12.841837722053313,77.64605002339766
11,2024-03-17,3,6,1,3,12.841837722053313,77.64605002339766
11,2024-03-17,3,6,2,3,12.841837722053313,77.64605002339766
11,2024-03-17,3,6,6,19,12.841837722053313,77.64605002339766
11,2024-03-17,3,6,7,16,12.841837722053313,77.64605002339766
11,2024-03-17,3,6,8,10,12.841837722053313,77.64605002339766
11,2024-03-18,3,0,1,1,12.841837722053313,77.64605002339766
11,2024-03-19,3,1,0,2,12.841837722053313,77.64605002339766
11,2024-03-19,3,1,1,3,12.841837722053313,77.64605002339766
11,2024-03-19,3,1,5,1,12.841837722053313,77.64605002339766
11,2024-03-19,3,1,6,16,12.841837722053313,77.64605002339766
11,2024-03-19,3,1,7,7,12.841837722053313,77.64605002339766
11,2024-03-19,3,1,8,8,12.841837722053313,77.64605002339766
11,2024-03-19,3,1,23,1,12.841837722053313,77.64605002339766
11,2024-03-20,3,2,6,19,12.841837722053313,77.64605002339766
11,2024-03-20,3,2,7,6,12.841837722053313,77.64605002339766
11,2024-03-21,3,3,6,8,12.841837722053313,77.64605002339766
11,2024-03-21,3,3,7,18,12.841837722053313,77.64605002339766
11,2024-03-21,3,3,20,1,12.841837722053313,77.64605002339766
11,2024-03-23,3,5,7,1,12.841837722053313,77.64605002339766
11,2024-03-23,3,5,23,1,12.841837722053313,77.64605002339766
11,2024-03-24,3,6,2,2,12.841837722053313,77.64605002339766
11,2024-03-24,3,6,8,14,12.841837722053313,77.64605002339766
11,2024-03-25,3,0,6,5,12.841837722053313,77.64605002339766
11,2024-03-25,3,0,7,8,12.841837722053313,77.64605002339766
11,2024-03-26,3,1,4,1,12.841837722053313,77.64605002339766
11,2024-03-26,3,1,5,2,12.841837722053313,77.64605002339766
11,2024-03-26,3,1,6,1,12.841837722053313,77.64605002339766
11,2024-03-26,3,1,7,26,12.841837722053313,77.64605002339766
11,2024-03-28,3,3,8,17,12.841837722053313,77.64605002339766
11,2024-03-29,3,4,3,1,12.841837722053313,77.64605002339766
11,2024-03-29,3,4,23,2,12.841837722053313,77.64605002339766
11,2024-03-30,3,5,6,5,12.841837722053313,77.64605002339766
11,2024-03-30,3,5,7,12,12.841837722053313,77.64605002339766
11,2024-03-31,3,6,0,8,12.841837722053313,77.64605002339766
11,2024-03-31,3,6,1,5,12.841837722053313,77.64605002339766
11,2024-03-31,3,6,4,6,12.841837722053313,77.64605002339766
11,2024-03-31,3,6,5,9,12.841837722053313,77.64605002339766
11,2024-03-31,3,6,6,17,12.841837722053313,77.64605002339766
11,2024-03-31,3,6,7,1,12.841837722053313,77.64605002339766
11,2024-03-31,3,6,8,1,12.841837722053313,77.64605002339766
11,2024-04-01,4,0,5,2,12.841837722053313,77.64605002339766
11,2024-04-02,4,1,0,1,12.841837722053313,77.64605002339766
11,2024-04-02,4,1,5,1,12.841837722053313,77.64605002339766
11,2024-04-02,4,1,6,1,12.841837722053313,77.64605002339766
11,2024-04-02,4,1,7,16,12.841837722053313,77.64605002339766
11,2024-04-02,4,1,8,8,12.841837722053313,77.64605002339766
11,2024-04-03,4,2,6,2,12.841837722053313,77.64605002339766
11,2024-04-03,4,2,7,14,12.841837722053313,77.64605002339766
11,2024-04-04,4,3,7,1,12.841837722053313,77.64605002339766
11,2024-04-04,4,3,22,1,12.841837722053313,77.64605002339766
11,2024-04-04,4,3,23,2,12.841837722053313,77.64605002339766
11,2024-04-05,4,4,0,3,12.841837722053313,77.64605002339766
11,2024-04-06,4,5,8,1,12.841837722053313,77.64605002339766
11,2024-04-07,4,6,1,1,12.841837722053313,77.64605002339766
11,2024-04-07,4,6,2,10,12.841837722053313,77.64605002339766
11,2024-04-07,4,6,4,2,12.841837722053313,77.64605002339766
11,2024-04-07,4,6,5,8,12.841837722053313,77.64605002339766
11,2024-04-07,4,6,6,13,12.841837722053313,77.64605002339766
11,2024-04-07,4,6,7,10,12.841837722053313,77.64605002339766
11,2024-04-07,4,6,8,15,12.841837722053313,77.64605002339766
11,2024-04-08,4,0,0,1,12.841837722053313,77.64605002339766
11,2024-04-08,4,0,6,9,12.841837722053313,77.64605002339766
11,2024-04-08,4,0,7,4,12.841837722053313,77.64605002339766
71,2023-11-10,11,4,0,3,12.890337169709449,77.638923427811
71,2023-11-11,11,5,7,2,12.890337169709449,77.638923427811
71,2023-11-11,11,5,20,12,12.890337169709449,77.638923427811
71,2023-11-12,11,6,5,5,12.890337169709449,77.638923427811
71,2023-11-12,11,6,6,1,12.890337169709449,77.638923427811
71,2023-11-12,11,6,20,4,12.890337169709449,77.638923427811
71,2023-11-12,11,6,21,22,12.890337169709449,77.638923427811
71,2023-11-12,11,6,22,1,12.890337169709449,77.638923427811
71,2023-11-13,11,0,20,12,12.890337169709449,77.638923427811
71,2023-11-14,11,1,5,3,12.890337169709449,77.638923427811
71,2023-11-14,11,1,20,4,12.890337169709449,77.638923427811
71,2023-11-14,11,1,21,10,12.890337169709449,77.638923427811
71,2023-11-14,11,1,22,5,12.890337169709449,77.638923427811
71,2023-11-15,11,2,1,11,12.890337169709449,77.638923427811
71,2023-11-15,11,2,2,4,12.890337169709449,77.638923427811
71,2023-11-15,11,2,4,1,12.890337169709449,77.638923427811
71,2023-11-15,11,2,20,6,12.890337169709449,77.638923427811
71,2023-11-16,11,3,4,1,12.890337169709449,77.638923427811
71,2023-11-16,11,3,5,3,12.890337169709449,77.638923427811
71,2023-11-16,11,3,20,8,12.890337169709449,77.638923427811
71,2023-11-17,11,4,0,4,12.890337169709449,77.638923427811
71,2023-11-18,11,5,4,2,12.890337169709449,77.638923427811
71,2023-11-21,11,1,20,4,12.890337169709449,77.638923427811
71,2023-11-21,11,1,21,1,12.890337169709449,77.638923427811
71,2023-11-21,11,1,22,2,12.890337169709449,77.638923427811
71,2023-11-22,11,2,7,1,12.890337169709449,77.638923427811
71,2023-11-22,11,2,20,10,12.890337169709449,77.638923427811
71,2023-11-24,11,4,20,3,12.890337169709449,77.638923427811
71,2023-11-25,11,5,1,2,12.890337169709449,77.638923427811
71,2023-11-26,11,6,5,1,12.890337169709449,77.638923427811
71,2023-11-27,11,0,20,4,12.890337169709449,77.638923427811
71,2023-11-28,11,1,0,10,12.890337169709449,77.638923427811
71,2023-11-28,11,1,2,1,12.890337169709449,77.638923427811
71,2023-11-28,11,1,20,5,12.890337169709449,77.638923427811
71,2023-11-29,11,2,0,27,12.890337169709449,77.638923427811
71,2023-11-29,11,2,7,2,12.890337169709449,77.638923427811
71,2023-11-29,11,2,8,2,12.890337169709449,77.638923427811
71,2023-11-29,11,2,20,2,12.890337169709449,77.638923427811
71,2023-11-29,11,2,21,1,12.890337169709449,77.638923427811
71,2023-11-30,11,3,5,1,12.890337169709449,77.638923427811
71,2023-11-30,11,3,7,1,12.890337169709449,77.638923427811
71,2023-11-30,11,3,8,1,12.890337169709449,77.638923427811
71,2023-11-30,11,3,20,2,12.890337169709449,77.638923427811
71,2023-11-30,11,3,22,1,12.890337169709449,77.638923427811
71,2023-11-30,11,3,23,2,12.890337169709449,77.638923427811
71,2023-12-01,12,4,5,26,12.890337169709449,77.638923427811
71,2023-12-01,12,4,6,4,12.890337169709449,77.638923427811
71,2023-12-01,12,4,7,1,12.890337169709449,77.638923427811
71,2023-12-01,12,4,22,2,12.890337169709449,77.638923427811
71,2023-12-02,12,5,21,7,12.890337169709449,77.638923427811
71,2023-12-02,12,5,22,1,12.890337169709449,77.638923427811
71,2023-12-03,12,6,6,1,12.890337169709449,77.638923427811
71,2023-12-03,12,6,22,9,12.890337169709449,77.638923427811
71,2023-12-04,12,0,1,5,12.890337169709449,77.638923427811
71,2023-12-04,12,0,21,6,12.890337169709449,77.638923427811
71,2023-12-04,12,0,22,1,12.890337169709449,77.638923427811
71,2023-12-05,12,1,20,5,12.890337169709449,77.638923427811
